review_id,repo,filename,stratum,local_path,final_label,adjudication_rule,adjudication_basis,adjudication_note
A0001,vicharanashala/ajrasakha,build_and_deploy_reviewer.yml,S2_secret_only,data/raw/vicharanashala__ajrasakha__build_and_deploy_reviewer.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0113,ArgonneCPAC/diffsky,mockgen_opencosmo_release.yaml,S1_secret_and_sink,data/raw/ArgonneCPAC__diffsky__mockgen_opencosmo_release.yaml,NO_EXFIL,N6,arbiter:nhi,"[N6] src=CPAC_PRIVATE_REPO_TOKEN@46, GH_USR_TESTING_TOKEN@47 | path=secrets@46-47 -> env GITHUB_TOKEN/GITHUB_USER cua step ""configure conda and install code""@45-47 ; block run@49-76 chi co conda install/uninstall va pip install git+https://github.com/ArgonneCPAC/*.git@69-74, khong lenh nao tham chieu $GITHUB_TOKEN hay $GITHUB_USER | sink=- | why=hai secret dat trong env nhung khong lenh nao trong block run su dung chung; pip install git+ tro toi repo cong khai ArgonneCPAC/AstroPatty, la sink loai tru muc 2.2; wget@90-103 tai data tu github releases khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0114,OpenRAL/openral,release-please.yml,S2_secret_only,data/raw/OpenRAL__openral__release-please.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0115,chuspeeism/dashi-taskboard,release-macos.yml,S1_secret_and_sink,data/raw/chuspeeism__dashi-taskboard__release-macos.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0116,denysdovhan/ha-ukr-hmc,release.yml,S2_secret_only,data/raw/denysdovhan__ha-ukr-hmc__release.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0117,94fzb/zrlog,docker-release-publish.yml,S1_secret_and_sink,data/raw/94fzb__zrlog__docker-release-publish.yml,NO_EXFIL,N4,arbiter:nhi,"[N4] src=DOCKER_PASSWORD@103, ALIYUN_DOCKER_PASSWORD@111 | path=secrets.DOCKER_PASSWORD@103 -> with.password cua docker/login-action@100 (lap lai @248,353) ; secrets.ALIYUN_DOCKER_PASSWORD@111 -> with.password cua docker/login-action@107 (lap lai @255,361) | sink=docker/login-action -> Docker Hub (zrlog@102) va registry.cn-chengdu.aliyuncs.com (90xchun@110), deu la sink loai tru muc 2.2 | why=ca hai credential chi vao docker/login-action de xac thuc voi dung registry so huu chung, username hardcode; docker push@397 va buildx imagetools@157,273,279 dung phien dang nhap khong tham chieu secret; cosign sign@334,424 dung keyless OIDC (id-token: write@27) khong co secret | basis=arbiter:nhi | rev=v1.0"
A0118,adalinesimonian/gdvm,update-registry-v2.yml,S2_secret_only,data/raw/adalinesimonian__gdvm__update-registry-v2.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0119,betagouv/csplab,chore_require_pr_fields.yml,S2_secret_only,data/raw/betagouv__csplab__chore_require_pr_fields.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0120,reloop-labs/reloop,be-mail.yml,S1_secret_and_sink,data/raw/reloop-labs__reloop__be-mail.yml,NO_EXFIL,N4,arbiter:nhi,"[N4] src=COOLIFY_TOKEN@76, DOCKERHUB_TOKEN@45, DOCKERHUB_USERNAME@21 | path=secrets.COOLIFY_TOKEN@76 -> header Authorization Bearer@76 -> curl@75 ; secrets.DOCKERHUB_TOKEN@45 -> with.password cua docker/login-action@41 | sink=curl@75 -> https://coolify.reloop.sh/api/v1/deploy (hardcode, self-hosted cua reloop-labs) ; docker/login-action@41 -> docker.io (sink loai tru muc 2.2) | why=COOLIFY_TOKEN xac thuc voi dung Coolify tu host cua to chuc so huu repo, endpoint hardcode doc duoc; DOCKERHUB_TOKEN vao docker/login-action la sink loai tru; DOCKERHUB_USERNAME@21 chi dung dat ten image | basis=arbiter:nhi | rev=v1.0"
A0121,ourresearch/openalex-walden,build-dlt-utils-wheel.yml,S1_secret_and_sink,data/raw/ourresearch__openalex-walden__build-dlt-utils-wheel.yml,UNCLEAR,U5,arbiter:nhi,"[U5] src=DATABRICKS_CLIENT_SECRET@35, DATABRICKS_HOST@33 | path=secrets.DATABRICKS_CLIENT_SECRET@35 -> env@35 -> -d client_secret cua curl@40 | sink=curl@39 -> ${DATABRICKS_HOST}/oidc/v1/token ; DATABRICKS_HOST la secrets@33 nen khong giai duoc tinh | why=endpoint la secret nen khong xac dinh duoc co phai Databricks workspace chinh chu hay khong; cung hinh dang voi A0299 | basis=arbiter:nhi | rev=v1.0"
A0122,hugalafutro/model-hotel,sync-wiki.yml,S1_secret_and_sink,data/raw/hugalafutro__model-hotel__sync-wiki.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0123,virtualcell/vcell,site_deploy.yml,S1_secret_and_sink,data/raw/virtualcell__vcell__site_deploy.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0124,navikt/copilot,gitleaks.yaml,S3_sink_only,data/raw/navikt__copilot__gitleaks.yaml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0125,exelearning/exelearning,issue-translator.yml,S3_sink_only,data/raw/exelearning__exelearning__issue-translator.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0126,esbmc/esbmc,pull_request.yml,S1_secret_and_sink,data/raw/esbmc__esbmc__pull_request.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0127,nexi-lab/nexus,docs.yml,S4_neither,data/raw/nexi-lab__nexus__docs.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0128,TcMenu/tcMenu,build_windows.yml,S4_neither,data/raw/TcMenu__tcMenu__build_windows.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0129,dfrysinger/qrspi-plus,gaw-nexus-runner.yml,S1_secret_and_sink,data/raw/dfrysinger__qrspi-plus__gaw-nexus-runner.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0130,corosolto/client,deploy-prod.yml,S1_secret_and_sink,data/raw/corosolto__client__deploy-prod.yml,NO_EXFIL,N4,arbiter:nhi,"[N4] src=CF_API_TOKEN@25, VERCEL_TOKEN@35, VERCEL_ORG_ID@36, VERCEL_PROJECT_ID@37 | path=secrets.CF_API_TOKEN@25 -> env cap job@23-25 -> header Authorization Bearer@49 va @52 -> curl@49, curl@52 ; secrets.VERCEL_TOKEN@35 -> env@35 -> --token cua vercel pull/build/deploy@39-41 | sink=curl@49 -> https://api.cloudflare.com/client/v4/zones (hardcode) ; curl@52 -> https://api.cloudflare.com/client/v4/zones/$ZONE_ID/purge_cache (hardcode) ; vercel@39-41 -> Vercel API | why=CF_API_TOKEN xac thuc voi dung Cloudflare la chu so huu, endpoint hardcode va zone name csbrasil.online@50 la cua chinh ho; VERCEL_TOKEN xac thuc voi dung Vercel; body cua curl@53 chi chua URL tinh khong chua secret | basis=arbiter:nhi | rev=v1.0"
A0131,p2poolv2/p2poolv2,sim-nightly.yml,S3_sink_only,data/raw/p2poolv2__p2poolv2__sim-nightly.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0132,NeotokyoRebuild/neo,cibuild.yml,S1_secret_and_sink,data/raw/NeotokyoRebuild__neo__cibuild.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0133,mwakidenis/gmart-supermarket,close_or_merge_pull_request.yaml,S1_secret_and_sink,data/raw/mwakidenis__gmart-supermarket__close_or_merge_pull_request.yaml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0134,konflux-ci/konflux-ci,promote-release.yaml,S2_secret_only,data/raw/konflux-ci__konflux-ci__promote-release.yaml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0135,linuxarena/control-tower,claude-ci-autofix.yml,S2_secret_only,data/raw/linuxarena__control-tower__claude-ci-autofix.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0136,burin-labs/harn,cli-cold-start-budget.yml,S4_neither,data/raw/burin-labs__harn__cli-cold-start-budget.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0137,ever-co/ever-gauzy,agent-prod.yml,S1_secret_and_sink,data/raw/ever-co__ever-gauzy__agent-prod.yml,UNCLEAR,U1,arbiter:nhi,"[U1] src=GH_TOKEN@219, SNAPCRAFT_TOKEN@230, VERDACCIO_TOKEN@180, CSC_LINK_BASE64@664, APPLE_ID_APP_PASSWORD@662 | path=secrets.GH_TOKEN@219 + SNAPCRAFT_STORE_CREDENTIALS@230 + ~8 secret khac -> env cua step Build Agent@217-230 -> yarn build:agent:linux:release:gh:x64@216 (lap lai @448,647,910,1179) ; secrets.VERDACCIO_TOKEN@180 -> composite action ./.github/actions/configure-registry@177 | sink=khong xac dinh duoc | why=noi dung script yarn build:agent:* va cau hinh electron-builder khong co trong Dataset A; composite action .github/actions/configure-registry cung khong co; APPLE_API_KEY_BASE64@639 -> base64 decode -> file /tmp/AuthKey_*.p8@639 -> duong dan truyen vao APPLE_API_KEY@666 cua build script | basis=arbiter:nhi | rev=v1.0"
A0138,curie-eng/curie,ci.yaml,S1_secret_and_sink,data/raw/curie-eng__curie__ci.yaml,NO_EXFIL,N3,arbiter:nhi,"[N3] src=GITHUB_TOKEN@250, GITHUB_TOKEN@1248 | path=secrets.GITHUB_TOKEN@250 -> env GH_TOKEN@250 -> python3 tools/fix-pin-ci/check.py --event $GITHUB_EVENT_PATH --curie ... --ref HEAD@252-255 ; secrets.GITHUB_TOKEN@1248 -> env GH_TOKEN@1248 -> python3 release/preserve_next.py --repo $GITHUB_REPOSITORY@1249 | sink=GitHub API cua chinh repo (sink loai tru muc 2.2) | why=hai script deu nhan tham so --repo/$GITHUB_REPOSITORY va doc Issues/PR API cua chinh repo (comment@25-26 noi ro); moi checkout deu persist-credentials: false; cac slack token@534,2009-2010 la gia tri gia (xapp-ci, xoxb-ci, xapp-example-upgrade) hardcode cho test khong phai secret; moi curl@143,825,847,1963,1997,2133 deu toi localhost hoac public URL khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0139,leuat/TRSE,win32-msvc.yml,S1_secret_and_sink,data/raw/leuat__TRSE__win32-msvc.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0140,jellyfin/jellyfin-web,schedule.yml,S2_secret_only,data/raw/jellyfin__jellyfin-web__schedule.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0141,nexi-lab/nexus,fuse-plugin-macos-nfs-e2e.yml,S1_secret_and_sink,data/raw/nexi-lab__nexus__fuse-plugin-macos-nfs-e2e.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0142,n24q02m/better-telegram-mcp,cd.yml,S1_secret_and_sink,data/raw/n24q02m__better-telegram-mcp__cd.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0143,PlantSimulationLab/PyHelios,docs.yml,S1_secret_and_sink,data/raw/PlantSimulationLab__PyHelios__docs.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0144,xuange6610/SyncWatch,release-windows.yml,S1_secret_and_sink,data/raw/xuange6610__SyncWatch__release-windows.yml,NO_EXFIL,N2,arbiter:nhi,"[N2] src=android_keystore_base64@265, android_key_properties_base64@266 | path=secrets@265-266 -> env KEYSTORE_BASE64/KEY_PROPERTIES_BASE64@264-266 -> Convert::FromBase64String -> IO.File::WriteAllBytes ra mobile\.keys\*.jks va release.properties@272-273 -> .\mobile\build-apk.ps1@277 ky APK cuc bo | sink=- | why=keystore chi giai ma ra file tren runner de ky APK, xoa ngay sau@290; khong lenh mang nao trong cac step co secret; GH_TOKEN@402,510 va github.token@137 chi dung cho download-artifact va tai asset cua chinh repo (N3); upload-artifact@292 chi day APK da ky khong phai keystore | basis=arbiter:nhi | rev=v1.0"
A0145,JSONbored/metagraphed,indexnow.yml,S4_neither,data/raw/JSONbored__metagraphed__indexnow.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0146,sunholo-data/ailang,docusaurus-deploy.yml,S1_secret_and_sink,data/raw/sunholo-data__ailang__docusaurus-deploy.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0147,nextcloud/calendar,lint-info-xml.yml,S3_sink_only,data/raw/nextcloud__calendar__lint-info-xml.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0148,styler-ai/ProjectAtlas,release.yml,S1_secret_and_sink,data/raw/styler-ai__ProjectAtlas__release.yml,NO_EXFIL,N3,arbiter:nhi,"[N3] src=GITHUB_TOKEN@805, GITHUB_TOKEN@887 | path=secrets.GITHUB_TOKEN@887 -> env GH_TOKEN@887 -> gh release create/upload/view@1058,1051,1069 va gh api@907,1085 | sink=api.github.com cua chinh repo (sink loai tru muc 2.2) | why=moi lenh dung token deu tro toi $GITHUB_REPOSITORY cua chinh repo; cac script python3 .github/scripts/*.py khong co secret trong env tru issue-checklists.py@203 co tham so --repo $GITHUB_REPOSITORY@204; Invoke-WebRequest@1306 tai release asset cong khai | basis=arbiter:nhi | rev=v1.0"
A0149,rayzor-blade/rayzor,nightly.yml,S3_sink_only,data/raw/rayzor-blade__rayzor__nightly.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0150,margince/margince,merge-attest.yml,S2_secret_only,data/raw/margince__margince__merge-attest.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0151,armbian/documentation,labels-from-yml.yml,S2_secret_only,data/raw/armbian__documentation__labels-from-yml.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0152,abusaeeidx/IPTV-Scraper-Zilla,yptv.yml,S1_secret_and_sink,data/raw/abusaeeidx__IPTV-Scraper-Zilla__yptv.yml,UNCLEAR,U3,arbiter:nhi,"[U3] src=secrets.s@15 (env a1), secrets.f@16 (env b2), secrets.gu@17, secrets.ge@18 | path=secrets.s@15 -> env a1@15 -> os.environ[""a1""]@23 -> URL cua curl@23 ; secrets.f@16 -> env b2@16 -> ten file -o@23 -> git add@26 -> git commit@27 -> git push@28 | sink=curl@23 -> $a1 (gia tri secret, khong giai duoc tinh) ; git push@28 -> remote cua actions/checkout@12 | why=URL dich cua curl chinh la gia tri secret nen khong xac dinh duoc; ten secret bi lam mo (s, f, gu, ge) khong suy luan duoc; curl -o tai noi dung ve roi commit thang vao repo nen khong loai tru duoc kha nang secret content bi ghi vao repo | basis=arbiter:nhi | rev=v1.0"
A0153,onyx-dot-app/onyx-foss,pr-craft-k8s-tests.yml,S1_secret_and_sink,data/raw/onyx-dot-app__onyx-foss__pr-craft-k8s-tests.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0154,SauersML/gam,claude-merger.yml,S1_secret_and_sink,data/raw/SauersML__gam__claude-merger.yml,UNCLEAR,U2,arbiter:nhi,"[U2] src=CRATES_KEY@245, PYPI_API_TOKEN@246, CLAUDE_CODE_ALT_OAUTH_TOKEN@248, AGENT_PUSH_SSH_KEY@215 | path=secrets.CRATES_KEY@245 + secrets.PYPI_API_TOKEN@246 -> env CARGO_REGISTRY_TOKEN/PYPI_API_TOKEN cua step@244-246 -> anthropics/claude-code-action@v1@243 (lap lai @263-266) ; secrets.CLAUDE_CODE_ALT_OAUTH_TOKEN@248 -> with.claude_code_oauth_token@248 | sink=khong xac dinh duoc | why=noi dung claude-code-action khong co trong Dataset A va action nay chay LLM agent voi --dangerously-skip-permissions@254 cung WebFetch/WebSearch/Bash trong allowedTools@255, nen dich den do agent quyet dinh tai runtime khong phai tac gia workflow; AGENT_PUSH_SSH_KEY@215 -> file ~/.ssh/agent_push@223 -> git push qua SSH toi git@github.com:$GITHUB_REPOSITORY@228 la N4; GH_TOKEN@287 -> git push toi chinh repo@303 la N3 | basis=arbiter:nhi | rev=v1.0"
A0155,eslint/eslint,pr-labeler.yml,S4_neither,data/raw/eslint__eslint__pr-labeler.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0156,elisir80/Decodium-4.0-Core-Shannon,release-macos-intel.yml,S3_sink_only,data/raw/elisir80__Decodium-4.0-Core-Shannon__release-macos-intel.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0157,hybridgroup/yzma,wasm.yml,S3_sink_only,data/raw/hybridgroup__yzma__wasm.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0158,galaxyproject/pulsar,pulsar.yaml,S3_sink_only,data/raw/galaxyproject__pulsar__pulsar.yaml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0159,kagvi13/HMP,sync-to-huggingface.yml,S1_secret_and_sink,data/raw/kagvi13__HMP__sync-to-huggingface.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0160,perfect-panel/ppanel-node,codeql-analysis.yml,S4_neither,data/raw/perfect-panel__ppanel-node__codeql-analysis.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0161,flynndi/quarkus-jimmer-extension,pre-release.yml,S2_secret_only,data/raw/flynndi__quarkus-jimmer-extension__pre-release.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0162,zakk4223/ArcadeROMsDB_MiSTer,build_arcade_roms_db.yml,S1_secret_and_sink,data/raw/zakk4223__ArcadeROMsDB_MiSTer__build_arcade_roms_db.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0163,datadrivenconstruction/OpenConstructionERP,module-captures.yml,S3_sink_only,data/raw/datadrivenconstruction__OpenConstructionERP__module-captures.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0164,zhayujie/CowAgent,release-win7.yml,S1_secret_and_sink,data/raw/zhayujie__CowAgent__release-win7.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0165,dashpay/platform,kotlin-sdk-build.yml,S3_sink_only,data/raw/dashpay__platform__kotlin-sdk-build.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0166,JetBrains/thinkrail,site.yml,S1_secret_and_sink,data/raw/JetBrains__thinkrail__site.yml,NO_EXFIL,N4,arbiter:nhi,"[N4] src=CLOUDFLARE_API_TOKEN@46, CLOUDFLARE_ACCOUNT_ID@47 | path=secrets.CLOUDFLARE_API_TOKEN@46 -> env CLOUDFLARE_API_TOKEN@46 -> bunx wrangler pages deploy@49 | sink=wrangler pages deploy@49 -> Cloudflare Pages, project thinkrail-website@50 (hardcode, cua chinh ho) | why=token xac thuc voi dung Cloudflare la chu so huu, ten project hardcode; curl@57 chi GET $PAGES_URL hardcode@30 de kiem tra deploy, khong mang secret; noi dung deploy la apps/website/dist da build tu repo | basis=arbiter:nhi | rev=v1.0"
A0167,hagezi/nrd,release-purge-cleanup.yml,S1_secret_and_sink,data/raw/hagezi__nrd__release-purge-cleanup.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0168,rmagick/rmagick,ci.yml,S1_secret_and_sink,data/raw/rmagick__rmagick__ci.yml,NO_EXFIL,N3,arbiter:nhi,"[N3] src=GITHUB_TOKEN@148 | path=secrets.GITHUB_TOKEN@148 -> env GITHUB_TOKEN@148 -> gh release download@158 | sink=gh release download@158 -> github.com/ImageMagick/ImageMagick (repo cong khai, sink loai tru muc 2.2) | why=GITHUB_TOKEN chi dung de goi GitHub API tai installer cong khai, khong gui du lieu di; day la secret duy nhat trong file; Invoke-WebRequest@114 tai Ghostscript tu github releases khong mang secret; cac script ./before_install_linux.sh@63 va ./before_install_osx.sh@67 khong co secret trong env cua step do | basis=arbiter:nhi | rev=v1.0"
A0169,mcdonc/klangk,image-workspace-base.yml,S2_secret_only,data/raw/mcdonc__klangk__image-workspace-base.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0170,openchamber/openchamber,issue-intake.yml,S1_secret_and_sink,data/raw/openchamber__openchamber__issue-intake.yml,UNCLEAR,U2,arbiter:nhi,"[U2] src=OPENCODE_API_KEY@75, OC_REVIEW_APP_PRIVATE_KEY@28, steps.app-token.outputs.token@76-77 | path=secrets.OPENCODE_API_KEY@75 + app token@76-77 -> env cua step Intake issue@74-82 -> opencode run --agent issue-intake@84 ; secrets.OC_REVIEW_APP_PRIVATE_KEY@28 -> with.private-key cua actions/create-github-app-token@25 -> outputs.token@76 | sink=khong xac dinh duoc | why=opencode la binary tai tu opencode.ai@42, chay LLM agent nen dich den do agent quyet dinh runtime; noi dung binary va cau hinh agent issue-intake khong co trong Dataset A | basis=arbiter:nhi | rev=v1.0"
A0171,vlm-run/vlmrun-python-sdk,python-publish.yml,S2_secret_only,data/raw/vlm-run__vlmrun-python-sdk__python-publish.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0172,rknightion/meraki-dashboard-exporter,release-please.yml,S2_secret_only,data/raw/rknightion__meraki-dashboard-exporter__release-please.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0173,vshulcz/deja-vu,mcp-registry.yml,S1_secret_and_sink,data/raw/vshulcz__deja-vu__mcp-registry.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0174,eclipse-ee4j/openmq,tck.yml,S3_sink_only,data/raw/eclipse-ee4j__openmq__tck.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0175,bitplane/rars,release.yml,S1_secret_and_sink,data/raw/bitplane__rars__release.yml,UNCLEAR,U2,arbiter:nhi,"[U2] src=OPENCODE_API_KEY@75, OC_REVIEW_APP_PRIVATE_KEY@28, steps.app-token.outputs.token@76-77 | path=secrets.OPENCODE_API_KEY@75 + app token@76-77 -> env cua step Intake issue@74-82 -> opencode run --agent issue-intake@84 ; secrets.OC_REVIEW_APP_PRIVATE_KEY@28 -> with.private-key cua actions/create-github-app-token@25 -> outputs.token@76 | sink=khong xac dinh duoc | why=opencode la binary tai tu opencode.ai@42, chay LLM agent nen dich den do agent quyet dinh runtime; noi dung binary va cau hinh agent issue-intake khong co trong Dataset A | basis=arbiter:nhi | rev=v1.0"
